,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
HOXB6,0.8344,0.16559999999999997,1.6171376133335917,1.8303395e-05,1.8214007e-05,0.0,0.25,-0.021837948,-0.010733604,1.2865602,-5.123063,4.763468,0.022231443,0.03412059,0.07,0.0925,0.20521216,0.32699382,False,18 vs 08,18,08
ADAP2,0.8344,0.16559999999999997,1.6171376133335917,6.1761366e-06,8.030071e-06,0.0,0.25,-0.35929954,-0.37679005,1.1528498,-5.1977396,5.054311,0.016722918,0.013952667,0.055,0.045,0.15518822,0.12758246,False,18 vs 08,18,08
KCNJ11,0.8344,0.16559999999999997,1.6171376133335917,0.000104378036,0.000131329,0.0,0.25,-0.32009262,-0.3297348,1.1181202,-3.9724464,3.6179218,0.080835134,0.1542652,0.2275,0.3925,0.7380275,1.4226135,False,18 vs 08,18,08
AL445222.1,0.8342,0.16579999999999995,1.6156908907355545,9.15876e-06,1.1057716e-05,0.0,0.25,-0.24172851,-0.2831421,1.1472731,-4.3405676,4.854208,0.0091192955,0.01086536,0.03,0.0325,0.0829871,0.10616491,False,18 vs 08,18,08
CD36,0.8342,0.16579999999999995,1.6156908907355545,9.980743e-06,8.024105e-06,0.0,0.25,0.3350658,0.33272743,1.2791244,-5.1972055,5.9144955,0.03111628,0.030546892,0.0775,0.1025,0.2972269,0.2817031,False,18 vs 08,18,08
SYNE1,0.8342,0.16579999999999995,1.6156908907355545,1.1917854e-05,1.60945e-05,0.0,0.25,-0.41057235,-0.39635754,1.1576486,-4.2386274,3.6038065,0.012858173,0.013981179,0.0475,0.0525,0.12173095,0.12617984,False,18 vs 08,18,08
ROBO2,0.8342,0.16579999999999995,1.6156908907355545,2.8638644e-05,3.6226233e-05,0.0,0.25,-0.35375962,-0.36851692,1.1809868,-5.219923,4.254757,0.03943011,0.07797785,0.125,0.2075,0.37490854,0.7158124,False,18 vs 08,18,08
FAM110C,0.834,0.16600000000000004,1.614245565751649,8.7478395e-05,6.8576235e-05,0.0,0.25,0.32091725,0.29046297,1.1223425,-3.653574,4.830427,0.18767118,0.16799401,0.42,0.43,1.7455751,1.5282562,False,18 vs 08,18,08
GRAMD2A,0.834,0.16600000000000004,1.614245565751649,0.00019927212,0.00014078636,0.0,0.25,0.47973716,0.50187397,1.034033,-3.9737864,4.220031,0.28534877,0.2006261,0.5875,0.45,2.640321,1.8248422,False,18 vs 08,18,08
ZNF224,0.834,0.16600000000000004,1.614245565751649,1.607603e-05,1.8562401e-05,0.0,0.25,-0.24327351,-0.29310894,1.1610695,-3.9397736,3.8726492,0.030499047,0.029950667,0.1,0.105,0.2756545,0.26946172,False,18 vs 08,18,08
Z84485.1,0.8338,0.16620000000000001,1.6128016348501624,6.6644684e-06,8.15974e-06,0.0,0.25,-0.28191957,-0.27758026,1.1471717,-4.629081,3.6114902,0.0037239708,0.004592519,0.01,0.015,0.041271955,0.036649045,False,18 vs 08,18,08
MDGA2,0.8338,0.16620000000000001,1.6128016348501624,2.6779198e-05,2.94658e-05,0.0,0.25,-0.19097513,-0.22486687,1.1832635,-4.3176193,5.0303497,0.02991112,0.03968651,0.085,0.1325,0.27354428,0.35627106,False,18 vs 08,18,08
AQP1,0.8338,0.16620000000000001,1.6128016348501624,7.1755944e-06,7.801682e-06,0.0,0.25,-0.13295734,-0.13522434,1.2099533,-4.5272617,4.317791,0.005305173,0.0059740925,0.02,0.0225,0.05139371,0.05204152,False,18 vs 08,18,08
AC245884.8,0.8338,0.16620000000000001,1.6128016348501624,9.828216e-07,9.381454e-07,0.0,0.25,0.10703635,0.074804306,1.2553073,-5.1945953,4.9892864,0.0023866633,0.0,0.01,0.0,0.022264998,0.0,False,18 vs 08,18,08
DLX6-AS1,0.8336,0.1664,1.6113590945120035,4.1197904e-06,5.0422564e-06,0.0,0.25,-0.27759308,-0.2739029,1.2113603,-5.0319996,3.6770725,0.0064579314,0.009073004,0.025,0.025,0.05843922,0.08670183,False,18 vs 08,18,08
NCCRP1,0.8336,0.1664,1.6113590945120035,2.4991252e-06,2.907093e-06,0.0,0.25,-0.20183423,-0.21809673,1.1683601,-4.7660484,4.4824142,0.005266765,0.0019454004,0.0175,0.005,0.048571344,0.01701217,False,18 vs 08,18,08
MAN1C1,0.8336,0.1664,1.6113590945120035,1.828326e-05,1.9242072e-05,0.0,0.25,-0.044356488,-0.097664356,1.1829542,-3.654644,4.5310783,0.019212572,0.022926576,0.06,0.075,0.1767379,0.20329437,False,18 vs 08,18,08
JAK2,0.8334,0.16659999999999997,1.6099179412306432,0.00014280759,0.00014528018,0.0,0.25,-0.06258735,-0.07783508,1.1907218,-4.299037,4.3447237,0.1644888,0.16624409,0.405,0.4075,1.494582,1.5135258,False,18 vs 08,18,08
GRIP1,0.8334,0.16659999999999997,1.6099179412306432,1.3199257e-05,1.2010446e-05,0.0,0.25,0.20013756,0.17980814,1.2786213,-4.203871,4.8051767,0.017103171,0.03459801,0.055,0.11,0.15222228,0.32902005,False,18 vs 08,18,08
MTCL1,0.8332,0.16679999999999995,1.6084781715120546,1.9754205e-05,2.1344165e-05,0.0,0.25,-0.009710184,0.029921055,1.2829194,-4.174494,4.8653803,0.019864054,0.017123736,0.0625,0.0525,0.17510074,0.15546778,False,18 vs 08,18,08
SMIM5,0.8332,0.16679999999999995,1.6084781715120546,1.6837681e-05,1.3978745e-05,0.0,0.25,0.26045746,0.2622137,1.3164867,-4.9723253,5.517375,0.04023451,0.04538119,0.13,0.1275,0.396936,0.42174855,False,18 vs 08,18,08
CDKN2B,0.833,0.16700000000000004,1.6070397818746514,0.00010891072,9.28524e-05,0.0,0.25,0.13818042,0.12927294,1.2346216,-3.8754005,5.411146,0.09087838,0.07459229,0.2375,0.1975,0.8346504,0.70299256,False,18 vs 08,18,08
ORC1,0.833,0.16700000000000004,1.6070397818746514,0.00013156621,0.000120811645,0.0,0.25,0.14409336,0.1241374,1.198587,-4.1396523,4.3172426,0.10445914,0.098281056,0.2975,0.2875,0.98952425,0.87879896,False,18 vs 08,18,08
IGSF9B,0.8328,0.16720000000000002,1.605602768849232,4.462361e-06,5.8110995e-06,0.0,0.25,-0.3714777,-0.3581543,1.1563008,-4.6548986,4.481163,0.0038961612,0.005366604,0.015,0.02,0.036556173,0.04656691,False,18 vs 08,18,08
CCDC69,0.8328,0.16720000000000002,1.605602768849232,8.993306e-06,6.3054317e-06,0.0,0.25,0.4044073,0.35874367,1.2329555,-4.2268867,5.8690968,0.013544547,0.0049498565,0.0425,0.0225,0.12183018,0.042022195,False,18 vs 08,18,08
CCDC18-AS1,0.8328,0.16720000000000002,1.605602768849232,5.9454418e-05,7.4198695e-05,0.0,0.25,-0.34449,-0.35855246,1.134997,-4.732971,3.619155,0.06625119,0.07929823,0.19,0.21,0.5916928,0.69260764,False,18 vs 08,18,08
CYP4F8,0.8328,0.16720000000000002,1.605602768849232,2.292249e-05,2.0236565e-05,0.0,0.25,0.21115339,0.17081738,1.2557931,-4.022993,5.3374405,0.03726407,0.036823023,0.1125,0.1175,0.34106037,0.33015478,False,18 vs 08,18,08
REM2,0.8328,0.16720000000000002,1.605602768849232,3.5327039e-06,3.1322804e-06,0.0,0.25,0.16626172,0.16985512,1.1414081,-3.7053795,4.766464,0.010559705,0.00807319,0.035,0.0225,0.1016464,0.07610164,False,18 vs 08,18,08
ACVR1C,0.8326,0.1674,1.6041671289789146,8.360815e-06,8.655034e-06,0.0,0.25,-0.09751652,-0.13403702,1.2155861,-4.0107,3.8771982,0.0073049436,0.014025718,0.0225,0.045,0.0698717,0.12920909,False,18 vs 08,18,08
CASC1,0.8326,0.1674,1.6041671289789146,4.2581382e-06,6.295855e-06,0.0,0.25,-0.5357236,-0.532403,1.027506,-4.2877865,3.3897839,0.008643366,0.008889578,0.03,0.035,0.07988154,0.08320198,False,18 vs 08,18,08
VGLL1,0.8326,0.1674,1.6041671289789146,7.258845e-05,5.3705644e-05,0.0,0.25,0.40245917,0.42533016,1.0903187,-3.6184483,4.0665045,0.15339227,0.11589405,0.405,0.2975,1.4693003,1.0860691,False,18 vs 08,18,08
FAM83B,0.8326,0.1674,1.6041671289789146,3.5428163e-06,4.655225e-06,0.0,0.25,-0.4036037,-0.4225359,1.3006458,-5.862095,6.417944,0.0032803577,0.010372188,0.01,0.03,0.032305427,0.102925055,False,18 vs 08,18,08
CDHR3,0.8324,0.16759999999999997,1.6027328588190826,8.617294e-06,9.926107e-06,0.0,0.25,-0.21018244,-0.2131815,1.2012242,-4.1643534,4.5727415,0.013282364,0.02015634,0.035,0.0525,0.1294024,0.20560715,False,18 vs 08,18,08
TMEM86B,0.8324,0.16759999999999997,1.6027328588190826,1.5234476e-05,1.4697664e-05,0.0,0.25,0.06945854,0.07466364,1.1870676,-4.7992973,4.564909,0.015295061,0.016511641,0.0525,0.0475,0.14551407,0.15562247,False,18 vs 08,18,08
ZNF236,0.8324,0.16759999999999997,1.6027328588190826,6.4591535e-05,5.995896e-05,0.0,0.25,0.07981323,0.071660995,1.1809602,-3.5635748,4.1983404,0.05310167,0.038190555,0.145,0.125,0.48586544,0.34323627,False,18 vs 08,18,08
GPR161,0.8324,0.16759999999999997,1.6027328588190826,9.331199e-05,9.16772e-05,0.0,0.25,0.055186328,0.038458347,1.1888089,-4.630377,4.7717524,0.04716466,0.066977456,0.1625,0.2025,0.45029357,0.6023311,False,18 vs 08,18,08
KNSTRN,0.8322,0.16779999999999995,1.6012999549373237,0.0006184667,0.00067326735,0.0,0.25,-0.1024119,-0.11547184,1.1986716,-3.5964556,4.0180254,0.5696,0.60323364,0.78,0.7875,5.2488194,5.5424757,False,18 vs 08,18,08
A4GALT,0.8322,0.16779999999999995,1.6012999549373237,4.781283e-05,3.9944072e-05,0.0,0.25,0.2282329,0.21913004,1.1778142,-3.875122,4.9450254,0.06531193,0.05162842,0.185,0.1525,0.6175373,0.48274815,False,18 vs 08,18,08
DCLRE1C,0.8322,0.16779999999999995,1.6012999549373237,0.00011189803,0.00011625695,0.0,0.25,-0.07594512,-0.07771635,1.2239136,-4.4628534,4.8677874,0.084730156,0.09245139,0.2475,0.2525,0.74889624,0.799003,False,18 vs 08,18,08
AC092574.2,0.8322,0.16779999999999995,1.6012999549373237,5.271665e-06,5.2456094e-06,0.0,0.25,-0.005838683,-0.028801918,1.1673534,-3.8445854,5.36854,0.008679051,0.006074256,0.0225,0.02,0.08112496,0.06303155,False,18 vs 08,18,08
RNF43,0.832,0.16800000000000004,1.5998684139133723,1.6817015e-05,1.8330284e-05,0.0,0.25,-0.15089718,-0.1405735,1.1745601,-4.6572285,4.1082096,0.029240359,0.03566551,0.105,0.0975,0.2728243,0.33210695,False,18 vs 08,18,08
DYRK1B,0.832,0.16800000000000004,1.5998684139133723,4.115259e-05,4.0473642e-05,0.0,0.25,-0.0015002893,-0.010671616,1.2097759,-4.7513323,4.1482334,0.030217702,0.04284077,0.1025,0.1275,0.29027823,0.4052902,False,18 vs 08,18,08
KRT81,0.8318,0.16820000000000002,1.5984382323390538,3.0286851e-06,3.3564836e-06,0.0,0.25,-0.13107456,-0.1273365,1.2146904,-4.385721,4.8057747,0.004234135,0.0071054767,0.015,0.0175,0.041825324,0.066877194,False,18 vs 08,18,08
STEAP1,0.8318,0.16820000000000002,1.5984382323390538,2.8319731e-05,3.7682454e-05,0.0,0.25,-0.39090073,-0.3996253,1.0735748,-4.252159,3.305891,0.08458009,0.10555296,0.2375,0.305,0.7894062,0.98728144,False,18 vs 08,18,08
KLK10,0.8318,0.16820000000000002,1.5984382323390538,1.03539105e-05,1.3119966e-05,0.0,0.25,-0.29113105,-0.3258133,1.086184,-3.6889791,3.874115,0.010109236,0.023577534,0.0275,0.0675,0.089867905,0.2252942,False,18 vs 08,18,08
KRT18P10,0.8316,0.1684,1.5970094068182226,0.0005439815,0.00041371532,0.0,0.25,0.36699933,0.38348722,1.0700306,-2.9333038,3.9963303,0.9226712,0.42603838,0.88,0.6875,9.078295,4.1371527,False,18 vs 08,18,08
AC010970.1,0.8314,0.16859999999999997,1.5955819339667077,1.28363e-05,1.8767887e-05,0.0,0.25,-0.47426552,-0.48190022,1.1145124,-4.195098,4.0881176,0.02412447,0.026918523,0.0675,0.0875,0.22629493,0.2553747,False,18 vs 08,18,08
WDR78,0.8314,0.16859999999999997,1.5955819339667077,1.5657812e-05,1.6575985e-05,0.0,0.25,-0.10573086,-0.0874238,1.2626328,-4.7115316,4.321495,0.034863766,0.04109575,0.1125,0.1375,0.33664823,0.3862504,False,18 vs 08,18,08
INHA,0.8314,0.16859999999999997,1.5955819339667077,1.34487855e-05,1.4601138e-05,0.0,0.25,-0.080760345,-0.08346844,1.1725662,-4.514902,4.11296,0.011625148,0.010958298,0.0375,0.04,0.11245567,0.09859381,False,18 vs 08,18,08
FIBCD1,0.8314,0.16859999999999997,1.5955819339667077,0.0002957106,0.00027568804,0.0,0.25,0.15916166,0.17790604,1.1741418,-3.8266144,4.466156,0.30183366,0.23590553,0.5975,0.5075,2.8115726,2.2046714,False,18 vs 08,18,08
KCNIP3,0.8312,0.16879999999999995,1.5941558104122557,3.5982816e-06,5.0487124e-06,0.0,0.25,-0.46796834,-0.46342564,1.1036276,-4.167511,4.1509,0.005673508,0.0066062566,0.015,0.0225,0.053797808,0.05953946,False,18 vs 08,18,08
CCDC114,0.8312,0.16879999999999995,1.5941558104122557,1.02372815e-05,1.2335472e-05,0.0,0.25,-0.28770658,-0.30630207,1.136453,-3.7572775,4.0106287,0.0055502392,0.012528024,0.02,0.0325,0.053075403,0.12531865,False,18 vs 08,18,08
AL589765.7,0.8312,0.16879999999999995,1.5941558104122557,4.0429877e-06,4.4159246e-06,0.0,0.25,-0.10950789,-0.11065674,1.1487435,-4.3946114,3.8552494,0.009152243,0.008906309,0.0325,0.0325,0.08413791,0.08751373,False,18 vs 08,18,08
AC141002.1,0.831,0.16900000000000004,1.592731032794473,5.5753676e-06,6.3913926e-06,0.0,0.25,-0.16730587,-0.18188572,1.2146513,-3.9242477,4.9084377,0.002574283,0.0059463377,0.01,0.0225,0.024254598,0.054543182,False,18 vs 08,18,08
CHST11,0.831,0.16900000000000004,1.592731032794473,2.3319357e-05,3.0947474e-05,0.0,0.25,-0.37065184,-0.37335968,1.1056819,-4.3023634,3.6724014,0.04222442,0.07570693,0.1425,0.2175,0.39327306,0.70886576,False,18 vs 08,18,08
C11orf65,0.831,0.16900000000000004,1.592731032794473,8.2912375e-06,1.205908e-05,0.0,0.25,-0.49830303,-0.51562977,1.0319483,-3.4990244,4.19625,0.013998104,0.024313103,0.0475,0.08,0.13172583,0.2319186,False,18 vs 08,18,08
ZFYVE9,0.831,0.16900000000000004,1.592731032794473,3.2038968e-06,3.981303e-06,0.0,0.25,-0.33611286,-0.35376835,1.1759733,-4.4974823,4.051319,0.0054091406,0.014555076,0.02,0.0475,0.04811362,0.13302478,False,18 vs 08,18,08
MT-ND1,0.8308,0.16920000000000002,1.5913075977647724,0.00034534244,0.00056762126,0.0,0.25,-0.59614074,-0.5648351,1.0978972,-4.6944623,4.1757317,0.63749933,1.122081,0.78,0.88,5.9418125,10.390046,False,18 vs 08,18,08
PRKCA,0.8306,0.1694,1.5898855019863132,2.656154e-06,2.9931484e-06,0.0,0.25,-0.13269694,-0.13785362,1.2272688,-4.2984657,4.2302628,0.0036191822,0.0028477248,0.015,0.01,0.033455394,0.025060263,False,18 vs 08,18,08
AC022182.1,0.8306,0.1694,1.5898855019863132,1.0350023e-05,1.0768427e-05,0.0,0.25,-0.045228362,-0.051362514,1.1408905,-4.321742,4.0949774,0.0059220665,0.013254549,0.0175,0.0425,0.05628681,0.1248118,False,18 vs 08,18,08
GLIPR2,0.8306,0.1694,1.5898855019863132,9.467784e-06,1.2962669e-05,0.0,0.25,-0.46477714,-0.47459888,1.0723062,-4.6513977,3.508628,0.008427215,0.015900217,0.03,0.0525,0.07626037,0.1486683,False,18 vs 08,18,08
AC005225.2,0.8306,0.1694,1.5898855019863132,4.357107e-05,4.6158482e-05,0.0,0.25,-0.10327301,-0.084662914,1.2366272,-4.630576,3.9571276,0.03663095,0.033095635,0.11,0.1075,0.36634654,0.3080814,False,18 vs 08,18,08
AC116407.1,0.8304,0.16959999999999997,1.5884647421339484,9.747396e-05,8.422005e-05,0.0,0.25,0.24149875,0.23020744,1.1424508,-3.8834925,4.4802246,0.16023484,0.13982062,0.395,0.3575,1.5620644,1.3251424,False,18 vs 08,18,08
DDX60L,0.8304,0.16959999999999997,1.5884647421339484,3.086237e-05,3.052306e-05,0.0,0.25,0.046447214,0.030423164,1.1440723,-3.9436092,3.7139177,0.021425273,0.026258025,0.0725,0.08,0.2030389,0.23927048,False,18 vs 08,18,08
AIFM2,0.8304,0.16959999999999997,1.5884647421339484,1.7002756e-05,1.7044558e-05,0.0,0.25,-0.01627676,-0.0048265457,1.2175789,-4.82485,4.4214725,0.023813348,0.016332619,0.085,0.05,0.22433966,0.15531807,False,18 vs 08,18,08
NACAP3,0.8302,0.16979999999999995,1.5870453148941686,2.1710289e-06,2.8903978e-06,0.0,0.25,-0.41933706,-0.45685387,0.9966734,-4.0857353,3.4735794,0.0057238527,0.0056946464,0.015,0.0175,0.05675874,0.054366503,False,18 vs 08,18,08
LINC00921,0.8302,0.16979999999999995,1.5870453148941686,4.5855445e-06,5.7637317e-06,0.0,0.25,-0.31921348,-0.33225822,1.1494584,-4.6598425,3.9932165,0.019553425,0.012297254,0.06,0.0425,0.19029973,0.11772397,False,18 vs 08,18,08
LINC00240,0.83,0.17000000000000004,1.5856272169650467,1.0251469e-05,1.1355424e-05,0.0,0.25,-0.14474155,-0.15592432,1.1502793,-4.438941,3.7003345,0.01221291,0.016662095,0.0375,0.0575,0.115762785,0.15804078,False,18 vs 08,18,08
VCX3A,0.83,0.17000000000000004,1.5856272169650467,2.6059563e-05,2.467639e-05,0.0,0.25,0.0645106,0.07887983,1.1599302,-4.0919285,4.4856253,0.025566978,0.03383527,0.08,0.105,0.24463455,0.32168037,False,18 vs 08,18,08
AC004241.1,0.83,0.17000000000000004,1.5856272169650467,3.1913794e-05,4.0815572e-05,0.0,0.25,-0.35683718,-0.37779236,1.0611328,-3.8129845,3.5099192,0.030442053,0.052397776,0.1075,0.175,0.28971368,0.48488548,False,18 vs 08,18,08
PCED1B,0.83,0.17000000000000004,1.5856272169650467,2.2500832e-05,2.30806e-05,0.0,0.25,-0.100892454,-0.088048935,1.2239846,-4.733488,4.7766457,0.021360517,0.012892622,0.07,0.0475,0.20200898,0.11674102,False,18 vs 08,18,08
HNMT,0.8298,0.17020000000000002,1.5842104450561856,6.974139e-06,9.372478e-06,0.0,0.25,-0.389678,-0.41468525,1.0268464,-3.7653084,3.4972944,0.0047086733,0.013063829,0.015,0.0325,0.042827573,0.12431271,False,18 vs 08,18,08
ZNF493,0.8298,0.17020000000000002,1.5842104450561856,4.438926e-05,5.3351676e-05,0.0,0.25,-0.31261075,-0.32733345,1.1179338,-4.1858807,3.43532,0.07272854,0.08621324,0.215,0.225,0.64946455,0.7731004,False,18 vs 08,18,08
UBE2C,0.8298,0.17020000000000002,1.5842104450561856,0.0014488666,0.0015566946,0.0,0.25,-0.071859024,-0.103625774,1.2568945,-3.8280373,4.4057217,1.3363168,1.4863119,0.9125,0.925,12.658748,13.892858,False,18 vs 08,18,08
PSMB9,0.8296,0.1704,1.5827949958886598,2.096159e-05,2.6876056e-05,0.0,0.25,-0.35834467,-0.34863615,1.1394216,-3.875061,3.7432566,0.039490987,0.038083874,0.1175,0.125,0.3955634,0.3729717,False,18 vs 08,18,08
C16orf86,0.8296,0.1704,1.5827949958886598,2.8858922e-05,2.8544187e-05,0.0,0.25,0.014330644,0.007940292,1.2391554,-4.82915,4.1693,0.014601094,0.018437488,0.0525,0.06,0.14059089,0.17908262,False,18 vs 08,18,08
MAPT-AS1,0.8296,0.1704,1.5827949958886598,9.154409e-06,1.1369714e-05,0.0,0.25,-0.32636225,-0.3141818,1.1402421,-4.2809706,3.9986105,0.009355725,0.018007765,0.035,0.0525,0.09029932,0.16767044,False,18 vs 08,18,08
AL138999.1,0.8294,0.17059999999999997,1.5813808661949658,1.7962278e-05,1.3532332e-05,0.0,0.25,0.3716005,0.39623928,1.0578742,-3.6986313,4.4384146,0.026414601,0.025658965,0.09,0.08,0.25550088,0.2348651,False,18 vs 08,18,08
AL731566.2,0.8294,0.17059999999999997,1.5813808661949658,2.5157149e-06,2.483224e-06,0.0,0.25,0.050166916,0.027607918,1.2824216,-4.7742424,6.6732864,0.006464352,0.0044705067,0.015,0.0125,0.061523065,0.042167068,False,18 vs 08,18,08
ANLN,0.8294,0.17059999999999997,1.5813808661949658,0.0010681736,0.0010880526,0.0,0.25,-0.021564074,-0.03610277,1.2823558,-3.9988298,4.6110964,0.8772169,0.9263352,0.865,0.8475,8.060409,8.420182,False,18 vs 08,18,08
AL512378.1,0.8294,0.17059999999999997,1.5813808661949658,3.4724749e-06,3.4288403e-06,0.0,0.25,0.023118528,0.011876106,1.2691143,-4.3760967,4.872448,0.014329794,0.0042724814,0.035,0.0175,0.14175096,0.04309867,False,18 vs 08,18,08
ID1,0.8292,0.17079999999999995,1.5799680527189643,0.00026122644,0.00024973802,0.0,0.25,0.07665881,0.06916666,1.2458994,-4.2672024,4.56174,0.2526208,0.24060799,0.4425,0.455,2.366002,2.2463522,False,18 vs 08,18,08
PALM3,0.8292,0.17079999999999995,1.5799680527189643,1.3881491e-05,1.2895222e-05,0.0,0.25,0.12870866,0.11632109,1.1595664,-3.9702845,4.959216,0.03215253,0.027554462,0.095,0.085,0.2987731,0.25630853,False,18 vs 08,18,08
GRM2,0.8292,0.17079999999999995,1.5799680527189643,6.7351067e-07,7.2211293e-07,0.0,0.25,-0.08988242,-0.10666847,1.1861717,-5.229845,4.4485054,0.0018825978,0.0008941801,0.0075,0.0025,0.018262709,0.00689763,False,18 vs 08,18,08
PYGO1,0.8292,0.17079999999999995,1.5799680527189643,2.0100022e-05,2.4200133e-05,0.0,0.25,-0.28940487,-0.30696535,1.0990715,-3.999836,3.7409353,0.023569055,0.041576058,0.075,0.12,0.21411437,0.37739667,False,18 vs 08,18,08
TP53INP1,0.8292,0.17079999999999995,1.5799680527189643,9.104661e-05,9.622529e-05,0.0,0.25,-0.07759018,-0.091860294,1.073516,-3.5415335,3.4329405,0.09940351,0.14348705,0.27,0.37,0.91455156,1.2841105,False,18 vs 08,18,08
DSCR4,0.829,0.17100000000000004,1.5785565522158305,1.4517456e-05,1.618325e-05,0.0,0.25,-0.14555497,-0.15719032,1.1018014,-3.8723593,4.641694,0.024494177,0.017923523,0.07,0.055,0.23878986,0.17311408,False,18 vs 08,18,08
NPAS1,0.829,0.17100000000000004,1.5785565522158305,1.5765509e-05,1.6554419e-05,0.0,0.25,-0.050744686,-0.03392315,1.2165931,-5.2017946,4.04867,0.023097172,0.016497863,0.0875,0.06,0.21564217,0.15827075,False,18 vs 08,18,08
AC008870.2,0.829,0.17100000000000004,1.5785565522158305,5.3108984e-06,6.067872e-06,0.0,0.25,-0.19186628,-0.21329975,1.1421849,-3.9941044,4.0427055,0.010091736,0.012598824,0.0325,0.045,0.09682973,0.11024425,False,18 vs 08,18,08
FOXO6,0.8288,0.17120000000000002,1.5771463614520005,3.535471e-05,2.6631686e-05,0.0,0.25,0.4316254,0.4425602,1.1383052,-3.6191168,5.551653,0.0829257,0.04728768,0.2325,0.145,0.77556914,0.44265977,False,18 vs 08,18,08
SUSD3,0.8288,0.17120000000000002,1.5771463614520005,8.131786e-05,0.00010474584,0.0,0.25,-0.4497437,-0.44485855,1.0470141,-4.536295,3.8044453,0.084111646,0.1091368,0.23,0.2975,0.78994215,1.0162147,False,18 vs 08,18,08
AC021078.1,0.8288,0.17120000000000002,1.5771463614520005,0.000106111846,0.000113040755,0.0,0.25,-0.11335317,-0.14337254,1.1695303,-4.2019377,3.8934698,0.19129002,0.16404806,0.4475,0.38,1.7139529,1.4541116,False,18 vs 08,18,08
ENPP1,0.8288,0.17120000000000002,1.5771463614520005,0.00013339978,0.00012234607,0.0,0.25,0.1341768,0.110676765,1.2066033,-4.232238,5.061468,0.21236135,0.1511673,0.475,0.365,1.9271868,1.3656789,False,18 vs 08,18,08
MT-RNR2,0.8288,0.17120000000000002,1.5771463614520005,0.0005314897,0.00080677116,0.0,0.25,-0.4597987,-0.4332676,1.1379467,-4.705296,4.2292385,0.79903173,1.2717733,0.825,0.9075,7.5051785,11.821929,False,18 vs 08,18,08
CBARP,0.8288,0.17120000000000002,1.5771463614520005,1.3246125e-05,1.124216e-05,0.0,0.25,0.21902668,0.21349335,1.1827397,-3.7195253,4.334325,0.015364046,0.018158322,0.055,0.0625,0.14664829,0.16854884,False,18 vs 08,18,08
RARRES3,0.8286,0.1714,1.575737477205116,2.913269e-05,3.0711613e-05,0.0,0.25,-0.090685025,-0.0701499,1.1883961,-4.1735106,4.0954475,0.0539129,0.040351573,0.1725,0.135,0.5322555,0.3862043,False,18 vs 08,18,08
AC096649.2,0.8286,0.1714,1.575737477205116,1.8528806e-06,1.6915067e-06,0.0,0.25,0.10730218,0.0817976,1.188069,-3.611374,4.198475,0.0025262225,0.0060837064,0.0075,0.02,0.021722652,0.058687944,False,18 vs 08,18,08
OR4D1,0.8286,0.1714,1.575737477205116,4.2938836e-06,4.9346527e-06,0.0,0.25,-0.21848999,-0.24045372,1.168506,-4.6633663,4.333791,0.003296387,0.0041117663,0.01,0.015,0.029821089,0.04071462,False,18 vs 08,18,08
IDUA,0.8286,0.1714,1.575737477205116,2.2766983e-05,2.2702456e-05,0.0,0.25,0.024677616,0.02961731,1.1533084,-4.1319733,4.6632214,0.02002328,0.027647255,0.0725,0.08,0.1771582,0.26612863,False,18 vs 08,18,08
CEP135,0.8284,0.17159999999999997,1.574329896263974,0.00010156574,0.00010569371,0.0,0.25,-0.073274754,-0.07528639,1.1518025,-3.8913193,3.965746,0.05988113,0.087450646,0.1825,0.25,0.539645,0.78784066,False,18 vs 08,18,08
MTFR2,0.8284,0.17159999999999997,1.574329896263974,0.00017080657,0.0001785329,0.0,0.25,-0.03463513,-0.06267643,1.2876446,-3.803647,3.6291761,0.12927589,0.1354761,0.3725,0.3825,1.1899401,1.235765,False,18 vs 08,18,08
CAPS2,0.8284,0.17159999999999997,1.574329896263974,5.7994093e-06,6.745445e-06,0.0,0.25,-0.26565474,-0.2783985,1.12818,-4.33025,3.7602234,0.0047700754,0.007747027,0.0175,0.0325,0.042995267,0.067734025,False,18 vs 08,18,08
