,00 vs 02,01 vs 08,02 vs 08,00 vs 18,01 vs 02,02 vs 04,00 vs 01,04 vs 08,04 vs 18,00 vs 08,08 vs 18,00 vs 04,01 vs 18,01 vs 04,02 vs 18
SPAG5,0.19196706,0.24240953,0.24214043,0.43843827,0.037644293,0.08699552,0.1387048,0.15737857,0.21420562,0.39992508,0.04267599,0.27097645,0.3296884,0.13999768,0.3034029
AC015983.1,0.75627655,1.15731,0.8288894,1.6143507,0.32323554,0.7522762,0.3860715,0.108435266,0.17621991,1.5786943,0.07182469,1.41303,1.1684225,1.0315398,0.8393342
BRD7P4,0.13890488,0.8189532,0.65478086,1.2810782,0.15001787,0.22140862,-0.005162676,0.44407618,0.8802339,0.7678802,0.47126162,0.3260826,1.2723916,0.35245177,1.0867655
TP53I11,0.09493674,0.15602078,0.105269626,0.19259425,0.045608032,0.07286296,0.043703392,0.032396052,0.030940542,0.19416225,-0.0036836213,0.1614647,0.14738157,0.12470632,0.104808375
NAA11,-0.30646414,0.02687576,0.07098301,-0.1396763,-0.02314358,-0.15173866,-0.29903743,0.21800986,0.31801528,-0.29524568,0.12328712,-0.47901222,0.18111722,-0.14342774,0.19553673
AC023090.2,-0.17917104,0.25195462,0.19021124,0.77618414,0.065767795,-0.3598323,-0.22110295,0.52547413,1.1972702,-0.096806504,0.74987173,-0.57071155,1.0252844,-0.27877036,0.87244046
ARHGAP11A,0.0816004,0.25473967,0.2271434,0.33591044,0.06741048,-0.014839777,0.006541049,0.23330645,0.29801175,0.26459637,0.064358145,0.07536767,0.37308383,0.08301875,0.30399567
STAT5A,-1.5042886,-2.4406052,-1.710308,-3.2248442,-0.72148055,-1.0470055,-0.7746099,-0.6231277,-0.7038535,-3.1810856,-0.049700953,-2.5691385,-2.479045,-1.8080776,-1.7424344
AC083973.1,-0.87696844,-0.3840762,0.085491955,-0.8116627,-0.46061158,0.13435976,-0.41447163,-0.05189975,-0.06417414,-0.7882828,0.0026125389,-0.754502,-0.39951137,-0.36972442,0.0985442
ODAM,0.41575158,1.2173952,0.97038484,1.5247477,0.2360608,0.61218566,0.1675169,0.3527655,0.51745856,1.3827138,0.15852822,1.0126294,1.3463185,0.8454334,1.103057
RDH5,-0.25310206,-0.19116469,-0.33894262,-0.0425768,0.13696878,-0.5681201,-0.37816566,0.24330291,0.68608767,-0.6697189,0.5410774,-0.8262309,0.36343738,-0.3887177,0.1783692
ERBB3,0.033990335,0.18225135,0.12932917,0.19107087,0.04172292,0.056782488,-0.004774829,0.06677909,0.092755616,0.16123615,0.028016098,0.09909302,0.20425297,0.111542955,0.15835543
AP002364.1,0.43793258,0.5232035,0.15658222,0.67638934,0.38011622,-0.07720579,0.047084387,0.22839892,0.27316967,0.5112085,0.110473916,0.32791194,0.6454669,0.3321553,0.21394615
BCAN,-0.6953747,-1.3822234,-1.0731044,-1.635482,-0.29546127,-0.6600246,-0.40402377,-0.37103608,-0.31305712,-1.7744914,0.1144729,-1.4024265,-1.2653017,-0.99828845,-0.9855588
FSTL3,-0.031694345,-0.5206484,-0.5018365,-0.9938745,-0.029893573,-0.1862812,-0.005079059,-0.31336516,-0.795122,-0.5208117,-0.47740933,-0.24812034,-1.0139114,-0.2314247,-0.99718195
KIAA1217,-0.008164909,-0.4772336,-0.48272583,-0.8763125,0.02414444,-0.2164567,-0.034730904,-0.26845694,-0.6715915,-0.50399876,-0.37387058,-0.24372213,-0.8398906,-0.20441367,-0.8923823
PDGFC,-0.4571745,-0.33024633,-0.1939806,-0.66873693,-0.122292675,-0.15934736,-0.32753488,-0.043573048,-0.09271393,-0.6552868,-0.021264298,-0.6147601,-0.34657064,-0.2992085,-0.24434885
LINC00963,-0.24573378,-0.39848626,-0.33869332,-0.6523939,-0.066681266,-0.22033134,-0.17582068,-0.116471164,-0.21423505,-0.5797284,-0.081575215,-0.4726474,-0.48365083,-0.28878087,-0.4342848
AP005136.2,0.28825986,1.4555192,1.0622541,1.5225875,0.40241146,0.37686706,-0.11930383,0.6636201,0.8317591,1.3139321,0.18998404,0.6503009,1.664568,0.81021166,1.1844567
NEIL3,-0.037159063,0.47237152,0.50488806,0.52871466,0.026534203,-0.013079808,-0.0637275,0.49978417,0.6223438,0.43284678,0.08863981,-0.025018936,0.6630779,0.056484155,0.62399966
NEURL1B,-0.08117686,0.16963693,0.14717206,0.08253483,0.08604058,-0.19117092,-0.17311369,0.32066718,0.36434147,-0.0025896577,0.059584454,-0.25913957,0.31718835,-0.06346108,0.20903437
AL583856.2,-0.059756953,0.27516392,0.25497445,0.28488708,0.022320177,0.033583906,-0.05896869,0.18091683,0.2074146,0.15995504,0.069735624,-0.06743453,0.32766393,0.014326517,0.2133913
AC026250.1,0.025195569,0.4749958,0.32735515,1.1503239,0.117474325,-0.064898774,-0.103146166,0.4214916,1.161663,0.29905573,0.7792558,-0.08848868,1.234035,0.068113774,1.098597
AL157400.2,0.8260829,1.2791536,0.9743074,1.6312587,0.29466125,0.7156765,0.5043201,0.25560597,0.15585645,1.7945603,-0.13726158,1.4868854,1.114622,1.0099258,0.81505847
NHEJ1,-0.114875674,0.10638726,-0.00017752418,0.33403686,0.08718448,-0.21982121,-0.20709048,0.23884249,0.6266324,-0.15609978,0.43448228,-0.37609398,0.52773553,-0.11996173,0.40304404
SETD7,-0.20669307,-0.13752878,-0.105491616,-0.34836936,-0.03492779,-0.13274018,-0.16275327,0.019010983,-0.031809464,-0.3175698,-0.039113846,-0.3239196,-0.16713132,-0.15244192,-0.14195998
TMEM40,0.39247888,-0.054527264,-0.06776415,-0.011663403,0.001329647,0.21199001,0.37659425,-0.26557994,-0.5685526,0.34265673,-0.32860792,0.5705914,-0.40742445,0.19083788,-0.3839217
TNS1,-0.4448964,-0.6521297,-0.58390176,-1.0905775,-0.05557511,-0.4408661,-0.38115758,-0.13273275,-0.2735402,-1.0274225,-0.07977161,-0.9262467,-0.73076636,-0.53099304,-0.7566945
SLC16A6,-0.54757607,-0.57385474,-0.37549785,-0.9055951,-0.17976907,-0.3731959,-0.35604066,-0.0063714464,-0.018880645,-0.9346545,0.010695239,-0.9103533,-0.5292435,-0.5492674,-0.36925107
SERHL2,0.28586885,-0.38765153,-0.31074032,-0.5254604,-0.13713829,0.29590073,0.42225024,-0.5684556,-1.0837692,0.051965978,-0.52131444,0.5218174,-1.0083351,0.08345972,-0.84199923
ZNF367,-0.15094274,0.28352106,0.3418019,0.057532024,-0.05462328,0.06225455,-0.07598814,0.26103988,0.13882466,0.21643981,-0.15433769,-0.06076745,0.16423139,0.017449696,0.20158036
TRIB3,0.2990602,0.39364004,0.26674443,0.401024,0.12002139,0.20938228,0.17497008,0.043232057,-0.10262643,0.5588363,-0.15981235,0.5035941,0.22907822,0.33833978,0.107269056
SPTSSB,0.235426,1.0704951,0.92198694,1.5420127,0.13778843,0.4723933,0.10536753,0.44368795,0.8487561,1.1580626,0.39158866,0.7358337,1.4582616,0.62303907,1.3315341
AC099676.1,0.34873536,0.61804575,0.40418857,0.6200378,0.1816313,0.3481294,0.16370435,0.05711229,-0.075541124,0.76844114,-0.1272568,0.68075734,0.44504833,0.52918386,0.24780376
PHLDA2,0.34192163,0.23534499,0.19171046,0.23987302,0.033663344,0.27641344,0.30064487,-0.08209044,-0.34762928,0.5569359,-0.29543945,0.5890931,-0.07670877,0.2890002,-0.10720692
PIK3R1,-0.09861062,-0.015930433,0.010697214,-0.017043138,-0.035599638,0.0038240447,-0.059572466,0.011130115,0.071540035,-0.07616503,0.06501782,-0.08870178,0.040289406,-0.033594392,0.07280339
FAM46C,-0.48575136,-1.0223235,-0.7186005,-1.229455,-0.29394838,-0.41298676,-0.17824407,-0.2852746,-0.33848053,-1.1857536,-0.03145788,-0.897092,-1.0403353,-0.7299298,-0.74964046
STARD13,-0.46108812,-0.52086794,-0.3601006,-0.80633837,-0.15309645,-0.2585884,-0.3028337,-0.102386124,-0.1201073,-0.8264911,0.005991899,-0.72124135,-0.50620145,-0.4218083,-0.36454374
POU2F1,0.03164712,0.23723401,0.13759728,0.08948567,0.12779273,-0.054061126,-0.094920084,0.16935833,0.09743761,0.12185961,-0.04616718,-0.0060989778,0.23079851,0.10742209,0.07822829
AC124944.3,0.06443078,-0.038163606,-0.19139634,-0.24732481,0.1415145,-0.09526779,-0.086172275,-0.098263495,-0.25898948,-0.15202884,-0.12435453,-0.056125566,-0.18253945,0.05090462,-0.34749725
VSIG10L,0.1333079,0.3558771,0.25978,0.3612825,0.097219676,0.11222547,0.043587014,0.13662829,0.10725036,0.39352491,-0.025626587,0.256363,0.33702043,0.2190175,0.21720323
SH2D3C,-0.33686864,-0.597425,-0.41969916,-0.86600626,-0.18453407,-0.17660895,-0.1388465,-0.21511798,-0.3624843,-0.7000391,-0.13138887,-0.53771704,-0.748282,-0.40998355,-0.5959152
PCNA,0.10101712,0.2739659,0.29088283,0.38404527,-0.016755786,0.17183633,0.11419978,0.12022385,0.13995588,0.402299,-0.007839774,0.26861283,0.27391508,0.15480669,0.29758433
GHRH,0.73626155,1.011934,0.6808071,1.485184,0.30135754,0.628937,0.4025469,0.06259939,0.14099196,1.3785032,0.09923601,1.2845743,1.035136,0.9071326,0.7383609
AC005674.2,-0.23563181,-0.14648806,-0.39555514,-0.13488834,0.23448083,-0.43167788,-0.47471905,0.052391246,0.40525758,-0.7171778,0.48927587,-0.7134065,0.30811012,-0.19639161,0.008801007
STK32B,-0.6006081,-1.1375344,-0.83131504,-1.6387851,-0.28846064,-0.45302153,-0.30532444,-0.35682932,-0.6065918,-1.4041026,-0.22365262,-1.0764827,-1.3526009,-0.78628105,-1.0833716
NCOA3,-0.09904675,-0.07521132,-0.09804392,-0.18366478,0.025175342,-0.12233484,-0.12036825,0.014291377,0.0101392595,-0.22356817,0.019380346,-0.21219058,-0.044612423,-0.079666644,-0.08099465
LINC01918,0.32115465,0.083553106,0.07582977,0.18056944,-0.008038876,0.28760415,0.32975584,-0.19025098,-0.40182927,0.44456422,-0.22600573,0.57290184,-0.17922653,0.22548272,-0.17192754
STC2,0.09093652,0.06424646,0.049455017,0.05631976,0.013074396,0.0879196,0.07694678,-0.035503086,-0.11659923,0.15432155,-0.08659219,0.16934258,-0.03074058,0.087524414,-0.05104873
NKTR,-0.12905815,-0.053116016,-0.08596009,-0.1360523,0.035483044,-0.1786852,-0.15689032,0.087678514,0.13510159,-0.23975168,0.07931692,-0.30461523,0.039484635,-0.12876809,-0.021376872
DEPTOR,-0.25039124,0.067980245,0.09637794,-0.027492208,-0.05703133,0.04546609,-0.18827578,0.045678653,0.15525989,-0.14165132,0.111590646,-0.19318882,0.15118985,-0.0028564222,0.21392171
SFN,0.22508629,0.30754927,0.24659267,0.3109673,0.053311955,0.19751549,0.16969311,0.04655775,-0.09429904,0.48648822,-0.16498896,0.4146523,0.13725825,0.24756655,0.08420325
NSDHL,0.00060224626,-0.22278301,-0.12550175,-0.19582266,-0.096954495,0.059478413,0.0840886,-0.1692727,-0.22717527,-0.11904924,-0.06671452,0.032439973,-0.30580193,-0.062074933,-0.18447675
ARHGDIB,0.22987726,0.32382992,0.18628664,0.52094847,0.13789034,0.13730669,0.07805851,0.063403346,0.15953293,0.3835177,0.13193253,0.33328214,0.4366868,0.26939085,0.29451978
FAM104A,-0.55896163,-0.45350116,-0.21221489,-0.53634524,-0.23693317,-0.20353952,-0.32228664,0.0022345039,0.22240737,-0.76687056,0.22425754,-0.7614068,-0.22327575,-0.44918472,0.026643606
EFNB3,-0.49488574,-0.0052176462,0.013834648,0.024503665,-0.04110458,-0.2150675,-0.43822533,0.22833508,0.6318228,-0.5043077,0.4639877,-0.73194623,0.436973,-0.27323896,0.42475483
FST,-0.7085584,-1.2053398,-0.9044036,-1.3764606,-0.36758757,-0.3324717,-0.36839706,-0.5144695,-0.34493136,-1.602932,0.20579533,-1.1204784,-1.1000305,-0.73506516,-0.6773722
CALB1,-1.4684335,-2.0169327,-1.4127357,-2.7752328,-0.5705285,-0.9546161,-0.90393996,-0.42631984,-0.40330094,-2.8972561,0.09438856,-2.478072,-1.9062719,-1.571889,-1.3655676
SLC3A2,0.20750849,0.30050856,0.21116076,0.3847656,0.07799428,0.1787342,0.1189727,0.032861177,0.015160663,0.4137876,-0.0282828,0.3745354,0.25838777,0.26329565,0.18989812
LIFR,-1.2686245,-2.0375688,-1.5765432,-2.7994833,-0.4184493,-1.0324564,-0.86097157,-0.50836194,-0.55227405,-2.8861687,0.047282465,-2.3401575,-1.963798,-1.4808109,-1.5547793
AC097717.1,-0.13763578,0.5167583,0.38287237,0.9770005,0.12912509,-0.0592035,-0.28080752,0.47809434,1.1679384,0.20803687,0.7284518,-0.22697318,1.2448592,0.08601743,1.0966928
STAT1,-0.07867712,0.29484183,0.26535228,0.281892,0.036565386,0.093715884,-0.11083686,0.16555065,0.25487375,0.18324551,0.09817029,0.025525687,0.40208173,0.13099484,0.35389733
CLDN1,0.25152004,0.4237089,0.31492108,0.3523895,0.10901793,0.20008576,0.12749307,0.100966044,-0.07827128,0.5269896,-0.18340568,0.41843385,0.23962808,0.3283258,0.12820661
TP63,0.6438087,1.280299,0.9494843,1.9643885,0.3104575,0.7569295,0.3153266,0.21333975,0.57233816,1.589953,0.3900952,1.3546133,1.5961047,1.018476,1.2838235
AC008870.2,-0.31825125,-0.49024507,-0.50075704,-0.68026686,0.011596331,-0.46900234,-0.33409166,-0.015546179,0.05983455,-0.8653874,0.13959055,-0.81845695,-0.34123304,-0.44195274,-0.39068154
VMP1,-0.23844041,-0.06646502,-0.008659095,-0.018267058,-0.0691404,-0.06434791,-0.16682453,0.0634054,0.2697506,-0.24989404,0.2196676,-0.3018992,0.14434105,-0.1323591,0.21535364
FZD4,-0.17402455,0.48176286,0.4077665,0.4915422,0.0799865,0.09427699,-0.24702626,0.30455434,0.53653884,0.21971451,0.25690672,-0.06762102,0.7435402,0.17682557,0.6388559
TBX18,-0.004788367,0.099829264,0.04901083,0.42801645,0.020517303,-0.05096269,-0.035259943,0.1117719,0.44770288,-0.022356778,0.38033134,-0.09879855,0.45173305,-0.020005645,0.44461402
AC084824.5,0.20599607,0.56310415,0.37635475,0.7512427,0.1846721,0.06509093,0.0272937,0.2975905,0.43214145,0.54303545,0.16859335,0.23779036,0.7289247,0.24999243,0.47769615
INSL4,-0.038282875,0.61563325,0.8263469,1.1821737,-0.19993792,0.5444992,0.15740266,0.294227,0.7215862,0.795632,0.40267262,0.4670496,1.0005126,0.28091267,1.2256423
TMA16P2,0.5666872,0.99930906,0.70236313,1.4208759,0.2924528,0.55513465,0.22893003,0.18542792,0.36530137,1.2466968,0.19368695,1.0472295,1.1532925,0.83303475,0.8704101
AL136172.1,0.7078049,0.3975599,0.4212361,0.6954417,-0.0035492273,0.46629706,0.702783,-0.0481406,-0.43280825,1.1285365,-0.42582425,1.077395,-0.035401423,0.3856724,-0.0564194
ATP6V1C2,-0.19100448,-0.8624755,-0.6559311,-1.277399,-0.21137032,-0.21542583,0.024143042,-0.42750272,-0.8636424,-0.81693447,-0.43884698,-0.42133892,-1.3105227,-0.45367715,-1.087499
CORO2A,-0.7088029,0.079686545,0.24785008,0.07308265,-0.19604513,-0.08165952,-0.4905985,0.32346743,0.81674343,-0.44683266,0.5039277,-0.75877196,0.5711636,-0.26475394,0.75723785
SPRED1,-0.34642,0.20216306,0.25314394,0.18513484,-0.06006559,0.032237254,-0.27681506,0.21736345,0.4829471,-0.09239499,0.27865204,-0.29028428,0.4776365,-0.013661053,0.5374409
ASF1B,0.161103,0.5141562,0.5393171,0.6051813,-0.0008260977,0.2315301,0.16279815,0.2966686,0.2561187,0.7049757,-0.08785391,0.40249178,0.46998495,0.23952886,0.47588214
TNFAIP8L1,0.19074714,-0.0032497582,0.026207672,0.3730406,0.05374478,-0.11495337,0.11094879,0.15351094,0.35910743,0.11965367,0.23500676,0.050197214,0.30918056,-0.050720856,0.26818138
CDCA8,0.15287542,0.29279742,0.26868236,0.4315379,0.072329044,0.0067409966,0.069008656,0.25541586,0.31829706,0.37479365,0.051184196,0.16561262,0.41137865,0.11088142,0.3432011
AC011899.2,-1.6883078,-2.8624334,-2.2999263,-4.085262,-0.48198605,-1.5178558,-1.2304314,-0.72612023,-0.96679336,-4.0540433,-0.09186237,-3.2990973,-2.903571,-2.059319,-2.4787796
CDKN2C,0.05970876,0.18468007,0.26566046,0.25751078,-0.032785017,0.040524915,0.08768865,0.21841732,0.20545144,0.30530405,-0.03781603,0.10255061,0.21072763,0.016879464,0.24067448
FAM111A,0.016670896,0.3170234,0.27861044,0.3291479,0.05102634,0.034308344,-0.026526565,0.23403706,0.2764073,0.29189375,0.034402248,0.06811929,0.38231364,0.10065763,0.31366366
MT-ND2,-0.08291678,-0.40909764,-0.3591125,0.042773854,-0.071719855,-0.22943987,-0.01338234,-0.087781474,0.3393402,-0.45594257,0.4613603,-0.33074543,0.027248248,-0.31687254,0.12907714
SEL1L,-0.025717663,0.044718333,0.0120927105,-0.05934803,0.035337377,-0.037561044,-0.05502873,0.04052795,-0.015959544,-0.025316019,-0.040289868,-0.05541466,0.012627712,0.00643434,-0.04051173
CCDC114,-0.29331964,0.2343638,0.24914087,0.28195843,-0.051748555,0.09922583,-0.23241086,0.15763484,0.43567416,-0.026351154,0.29700023,-0.20430648,0.4866544,0.031939037,0.5265783
TMTC1,-0.11351413,0.6782673,0.5108503,1.0331362,0.10721681,0.31682524,-0.25471747,0.20893596,0.8070626,0.35203907,0.6356396,0.14057297,1.222346,0.4321458,1.1323282
BMPER,-0.3701458,-0.045352828,0.16599843,0.13927959,-0.18761238,0.0061480226,-0.16617523,0.17150943,0.5048818,-0.18310739,0.33961585,-0.34784764,0.31488886,-0.21432082,0.49690214
LINC02266,-1.1284807,-1.970732,-1.1150304,-2.0941973,-0.82561815,-0.5203313,-0.29702476,-0.5637516,-0.4424543,-2.233434,0.1423318,-1.7189676,-1.8397256,-1.4545796,-0.9953561
PARP9,-0.3548451,0.0029183775,0.11826606,0.081002004,-0.1232869,-0.005605989,-0.22200857,0.13202372,0.42967066,-0.22240835,0.30715472,-0.3412808,0.30443358,-0.13314499,0.43243185
SGPP2,-1.4288387,-3.3340394,-2.4444823,-4.5018196,-0.8511161,-1.1798546,-0.6037684,-1.2068002,-1.8759704,-3.8728034,-0.62180877,-2.7030618,-3.956751,-2.1108184,-3.0636132
JAKMIP2,-1.2945976,-0.43437123,-0.1866405,-0.39864093,-0.2829376,-0.3568798,-1.0031608,0.21739268,1.1611294,-1.4602178,1.022893,-1.6593385,0.5363058,-0.67609423,0.8068364
FERMT2,-0.28904316,-0.5508278,-0.41203168,-0.8146099,-0.1255977,-0.20509917,-0.1633595,-0.19975452,-0.33437118,-0.6981533,-0.11774766,-0.50956273,-0.66190404,-0.35352537,-0.5462848
ASS1,0.14798501,0.28329232,0.20396204,0.4325622,0.07987615,0.2137933,0.044269655,-0.0038959184,0.06755757,0.3208886,0.08194585,0.30894926,0.33898968,0.26416162,0.27029663
UBE2L6,0.01411732,0.26794615,0.24452151,0.32886142,0.013448572,0.19748215,-0.008893178,0.048340138,0.12402384,0.25872618,0.06901168,0.20228939,0.31633148,0.20372275,0.318765
MPPED2,0.560043,1.8939039,1.5158209,2.3830452,0.40590823,0.7421769,0.15725803,0.73824394,1.0591825,2.032334,0.33404762,1.299617,2.244913,1.1413596,1.7871088
VCX3A,0.060458824,0.1671074,0.18519258,0.41560924,-0.042881764,0.33078414,0.080647245,-0.10956549,0.052748814,0.27283978,0.15440372,0.3435948,0.25733483,0.23338804,0.3423744
AL135744.1,-0.39150012,0.19140355,0.18994018,0.8206243,0.011033056,-0.17421475,-0.41398165,0.42929405,1.3691211,-0.23422268,1.0053688,-0.59804726,1.2050409,-0.18482386,1.1965183
AP003900.1,-0.097673684,-0.6777003,-0.74372685,-1.0212784,0.07450776,-0.70813423,-0.14837204,-0.0857029,-0.38511044,-0.94100666,-0.20287962,-0.90033937,-0.8782373,-0.6514476,-1.1218928
ZNF750,-0.11826619,-0.24347554,-0.23734307,-0.30308917,-0.032200303,-0.046501085,-0.09627991,-0.17809512,-0.14374994,-0.36594874,0.0640653,-0.18374482,-0.2217164,-0.07482434,-0.17838366
SERTAD4,0.10183742,0.33018458,0.24892172,0.32918388,0.092344835,0.032306883,0.018095938,0.19895478,0.18771808,0.33291134,-0.008421411,0.15574549,0.35254607,0.15122274,0.23936604
MGP,-0.1657245,0.11903423,0.31986582,0.4459211,-0.22255647,0.28745574,0.049785946,0.054089952,0.3773649,0.17858206,0.28649217,0.114807785,0.3747238,0.044449165,0.6614172
MT-ND4L,-0.22725688,-0.871519,-0.79412967,-0.19073057,-0.0932297,-0.6025662,-0.1303584,-0.12653266,0.58253926,-1.0731366,0.79519165,-0.8570131,-0.091499984,-0.7183854,0.032271277
VTRNA1-3,0.23888987,1.3386344,1.3158828,1.6547445,0.05742583,0.620531,0.21892759,0.6413532,0.74336976,1.5370628,0.09540735,0.84981114,1.4607712,0.61952734,1.3316637
PLXDC2,-0.2717691,-0.114142306,-0.100926526,-0.28361613,-0.020932574,-0.08759562,-0.25418988,-0.0027530293,0.04463151,-0.38105023,0.07980265,-0.37759903,-0.051894844,-0.120125204,-0.034868278
TEX12,0.50250715,1.284812,0.7089891,2.0699084,0.5223314,0.29882938,-0.03878493,0.44500348,1.2055154,1.1583028,0.8505676,0.755819,2.0622563,0.83432776,1.5062773
KRT18P11,0.50078857,0.101163395,0.11486948,0.28074437,-0.037199013,0.47160548,0.5112866,-0.32780883,-0.6040111,0.6571933,-0.3171824,0.91604304,-0.274205,0.39089754,-0.18847267
C9orf3,-0.13091566,0.25069144,0.22565259,0.23236202,0.011501377,0.06256775,-0.14797181,0.15662058,0.28852597,0.0790114,0.13316558,-0.07011117,0.37458438,0.08945037,0.37036166
AL121917.1,0.12735163,1.0929701,0.78240645,1.304886,0.28330016,0.25257784,-0.14698194,0.5235308,0.8822924,0.90287185,0.3843592,0.39443302,1.4649419,0.5663244,1.1366639
FAM222A,-0.10193547,0.58911145,0.55986166,0.3749524,0.022003584,0.15476125,-0.102071,0.38402802,0.3014513,0.48334903,-0.10586347,0.06425733,0.5037794,0.18458207,0.435551
HMGCS1,-0.022747457,0.055021863,0.03977472,-0.054188386,0.009946646,0.01964543,-0.031266302,0.014170438,-0.056554444,0.014614335,-0.067922026,-0.00029524384,-0.015221674,0.038515437,-0.029954236
BRSK2,0.17476453,0.0799866,0.14984867,0.04718754,-0.032863595,0.17732716,0.19345565,-0.03483981,-0.28093943,0.28931767,-0.24224146,0.28336093,-0.15175687,0.1039213,-0.14238523
TWIST1,0.7011558,1.3790351,1.0139267,1.806111,0.36387885,0.69332767,0.3179087,0.3173526,0.43665576,1.6981182,0.12045324,1.373915,1.47246,1.0501188,1.1084265
HIST1H4C,0.22800024,0.50446045,0.27579346,0.59360486,0.27678013,-0.22342214,-0.04168916,0.47828695,0.5621503,0.43139175,0.112700365,0.022753814,0.7132573,0.11346309,0.37575585
HIST1H2AE,0.34046575,0.25947914,0.22426298,0.5113442,0.0036716675,0.39741942,0.32558843,-0.15495932,-0.19068402,0.5958554,-0.053181354,0.7097426,0.14587209,0.3675789,0.17443351
GRIK4,-0.37082762,-0.05501333,0.10217632,0.09276132,-0.18534835,-0.08477188,-0.16822454,0.1993418,0.55923563,-0.2397012,0.35036078,-0.41544658,0.2909864,-0.241372,0.4943704
CLIP3,-0.1198444,-0.027545191,-0.25492024,-0.39445716,0.19304582,-0.1796354,-0.32805568,-0.069077685,-0.15902545,-0.40317428,-0.026493842,-0.33651522,-0.09540654,0.034054924,-0.328344
AL391684.1,0.048387107,0.5101832,0.3642085,0.9121505,0.12577061,0.13287911,-0.08274383,0.24678543,0.71006083,0.38373727,0.5025339,0.1690383,0.981274,0.2616193,0.8552368
TFE3,-0.30882916,-0.6770643,-0.5087115,-1.0163748,-0.16481386,-0.2414084,-0.14429045,-0.2601153,-0.47575435,-0.80562574,-0.2073946,-0.5624194,-0.88633436,-0.42484254,-0.7215667
AL161729.3,-0.50998086,-0.17215757,-0.14669533,-0.79896307,-0.01671186,-0.1255617,-0.4942643,-0.023653189,-0.21694957,-0.67432624,-0.12759957,-0.65433645,-0.30914286,-0.1543225,-0.33338925
SERPINA6,0.01082878,0.29498455,0.31261295,0.54417,-0.039232884,0.21333045,0.04616599,0.10900388,0.34615368,0.33825076,0.21776308,0.22719663,0.48925367,0.17655104,0.55710936
MCM2,0.0030739019,0.30954975,0.2989014,0.2751398,0.017323036,0.0891982,-0.011175698,0.19616196,0.1871004,0.30132267,-0.027653892,0.10017161,0.30300775,0.11891226,0.27339146
HUS1B,-0.04708789,-0.45424604,-0.44552833,-0.462567,-0.016258651,-0.16136564,-0.046637975,-0.26073578,-0.29620725,-0.5217665,0.023130793,-0.29433185,-0.47829992,-0.23130403,-0.49181464
