,gene,00 vs 01_lfc_mean,00 vs 02_lfc_mean,00 vs 04_lfc_mean,00 vs 08_lfc_mean,00 vs 18_lfc_mean,01 vs 02_lfc_mean,01 vs 04_lfc_mean,01 vs 08_lfc_mean,01 vs 18_lfc_mean,02 vs 04_lfc_mean,02 vs 08_lfc_mean,02 vs 18_lfc_mean,04 vs 08_lfc_mean,04 vs 18_lfc_mean,08 vs 18_lfc_mean,00 vs 01_lfc_median,00 vs 02_lfc_median,00 vs 04_lfc_median,00 vs 08_lfc_median,00 vs 18_lfc_median,01 vs 02_lfc_median,01 vs 04_lfc_median,01 vs 08_lfc_median,01 vs 18_lfc_median,02 vs 04_lfc_median,02 vs 08_lfc_median,02 vs 18_lfc_median,04 vs 08_lfc_median,04 vs 18_lfc_median,08 vs 18_lfc_median,00 vs 01_lfc_std,00 vs 02_lfc_std,00 vs 04_lfc_std,00 vs 08_lfc_std,00 vs 18_lfc_std,01 vs 02_lfc_std,01 vs 04_lfc_std,01 vs 08_lfc_std,01 vs 18_lfc_std,02 vs 04_lfc_std,02 vs 08_lfc_std,02 vs 18_lfc_std,04 vs 08_lfc_std,04 vs 18_lfc_std,08 vs 18_lfc_std
CACNA2D2,,0.02561044,0.20702876,0.260692,0.3871362,0.90336347,0.20536536,0.24497385,0.37765566,0.8348366,0.037838534,0.16192326,0.61463577,0.1528504,0.57970613,0.46047094,0.032865524,0.21675205,0.25493145,0.3703966,0.89053154,0.19518757,0.23319244,0.35832882,0.81292725,0.02468872,0.13797379,0.5991955,0.14925957,0.5706949,0.42872238,1.1144071,1.0682234,1.0335628,1.0856291,1.0553944,1.11922,1.0962906,1.1517364,1.1408715,1.0450755,1.1119496,1.0788939,1.0889883,1.0681704,1.1308794
TCOF1,,-0.044861153,0.027453076,-0.013106913,0.18831316,0.17721707,0.07036287,0.011174827,0.22120671,0.22403799,-0.04994196,0.15052158,0.1650529,0.20769973,0.1983028,-0.023416368,-0.070857525,0.027839184,-0.013356209,0.18525553,0.17480278,0.10447836,0.029576778,0.22885275,0.22556591,-0.058309555,0.15771627,0.15537214,0.20874691,0.20588875,-0.026581764,0.5177577,0.47569057,0.49690235,0.53102034,0.55026644,0.5321009,0.5525135,0.5777665,0.59936917,0.5073734,0.55112284,0.5607102,0.56734985,0.5779536,0.6115592
CDKN2D,,0.34057003,0.4397101,0.6499162,0.75738335,0.5501811,0.10948219,0.32622087,0.39544252,0.20354617,0.1763167,0.2745441,0.034794558,0.09811391,-0.11571332,-0.2425378,0.32205343,0.4569564,0.63060856,0.700706,0.5139375,0.12425518,0.3113594,0.3790989,0.20767832,0.1567769,0.21991348,-0.011968613,0.07507563,-0.13718605,-0.20869303,1.1758742,1.0903605,1.1711046,1.2182647,1.1405157,1.125661,1.191843,1.2445778,1.1793696,1.138105,1.1968704,1.1279327,1.2637674,1.226874,1.285901
GALNT6,,0.09859934,0.33242792,0.32066026,0.31944823,0.21582575,0.23400061,0.1827957,0.22900589,0.09894159,-0.031857837,-0.017929446,-0.11241414,0.0031636734,-0.11659401,-0.10974906,0.092421055,0.35585737,0.29346848,0.31253815,0.19918823,0.24321175,0.16107702,0.24104786,0.092170715,-0.054877758,-0.03016138,-0.137187,0.007990837,-0.13077879,-0.103878975,0.8304368,0.7959732,0.782759,0.81962013,0.8007045,0.9013156,0.88744783,0.9233614,0.90182585,0.85491943,0.89923024,0.89437544,0.90612954,0.8804054,0.91278505
LINC02385,,-0.107523255,-0.26343322,-0.30557758,-0.60821444,-0.9671152,-0.16353203,-0.18204318,-0.5138073,-0.8362168,-0.023382433,-0.321025,-0.6717717,-0.31392163,-0.6453364,-0.33132696,-0.092601776,-0.23239088,-0.29815435,-0.6034932,-0.95872355,-0.16854429,-0.19608212,-0.5436368,-0.85751915,-0.011738777,-0.3429308,-0.6999607,-0.322587,-0.64493656,-0.33887577,0.71754706,0.66500187,0.7364679,0.71038085,0.6902556,0.67851347,0.7331979,0.7173101,0.6974844,0.6838234,0.6742692,0.6316046,0.72730607,0.70563745,0.68577135
CITED2,,-0.017970745,-0.029881122,0.045966994,0.06290964,0.114059925,0.00024484252,0.0750584,0.07177618,0.130367,0.08145364,0.10440001,0.14223874,0.021975873,0.07859095,0.06713027,0.0013208389,-0.030621529,0.058148384,0.06919336,0.11759806,-0.025259972,0.07263613,0.07043791,0.119538784,0.09617376,0.11391735,0.14490557,0.021146297,0.067465305,0.054498196,0.5568323,0.49760485,0.541171,0.5654614,0.54537976,0.54942745,0.57658577,0.59696716,0.5824948,0.5255219,0.55451196,0.53383464,0.59123266,0.5704918,0.5840401
HMGCS2,,-0.5637062,-0.94001096,-1.0529561,-0.8745411,-0.1440106,-0.39054912,-0.50693315,-0.3166513,0.37264615,-0.10583167,0.10369093,0.7881383,0.20461531,0.9109844,0.73477787,-0.56752396,-0.9689951,-1.0746899,-0.89554214,-0.16628599,-0.3828907,-0.496356,-0.34116364,0.38772678,-0.09582901,0.0803895,0.80230284,0.19405937,0.9265995,0.78030586,1.0442787,0.981743,1.0119177,1.0685805,1.0299058,0.99607766,1.0083307,1.0576642,1.0860027,0.9193757,1.0077512,0.965254,1.0293118,0.9970743,1.0602924
ITGA10,,-0.7374357,-1.0744702,-1.8016326,-2.1030734,-1.8426737,-0.34479222,-1.0867956,-1.3764718,-1.1338927,-0.7431349,-1.040545,-0.81491363,-0.28763658,-0.09015754,0.22976689,-0.75798416,-1.0527468,-1.8020897,-2.1218066,-1.8358722,-0.32890892,-1.0775123,-1.3628087,-1.0943255,-0.73674536,-1.0655665,-0.7995,-0.3026266,-0.08967161,0.23505831,1.146294,1.1037067,1.1566889,1.1483182,1.1267958,1.082369,1.1421227,1.1253515,1.1013821,1.0875895,1.0967851,1.0475632,1.1392006,1.1268427,1.1111591
CUX2,,0.14805405,0.26256642,0.7150603,0.8605249,0.86930954,0.08925573,0.5348171,0.7046422,0.69356394,0.44547066,0.62789005,0.6372233,0.15445222,0.17184441,0.02363588,0.147398,0.25115204,0.68282986,0.8147316,0.8074169,0.08080387,0.50860405,0.66824627,0.6750803,0.41953373,0.5796814,0.5908184,0.14862156,0.14694023,0.024682999,1.0380974,0.9768932,1.1146499,1.1903268,1.2056339,1.0633526,1.1691618,1.2268548,1.2875515,1.114295,1.1897273,1.2206442,1.2997512,1.3177134,1.3772345
PIF1,,0.22064656,0.29598263,0.27249566,0.36171335,0.24676387,0.118708655,0.120966956,0.11066299,0.009613658,-0.0708815,-0.028853776,-0.20609805,0.071723625,-0.100230135,-0.19927847,0.18411255,0.29804134,0.26745796,0.26365995,0.27869463,0.113438606,0.1285429,0.056540012,0.044128895,-0.10507488,-0.12252283,-0.14531612,0.051759243,-0.09163618,-0.16637993,1.9164007,1.8297925,1.9343954,2.054259,1.8899728,1.8802001,1.9903413,2.0955942,1.983145,1.9198557,2.0422287,1.932042,2.1296697,2.0164354,2.1599739
ADAMTS8,,-1.2346123,-2.2111535,-3.274165,-4.0747495,-4.481005,-1.0209271,-2.029146,-2.9033267,-3.221851,-1.0277032,-1.8243513,-2.2472847,-0.82501614,-1.2119292,-0.36371577,-1.2070646,-2.2130885,-3.2981305,-4.218411,-4.6003456,-1.0437722,-2.087872,-3.0754614,-3.332353,-1.0845151,-1.9600172,-2.3967314,-0.8185339,-1.1854372,-0.34395552,1.7127576,1.6853482,1.7357464,1.653868,1.6339296,1.7205766,1.7650752,1.6991419,1.6653068,1.7418975,1.6977154,1.605485,1.7139896,1.6869559,1.6203861
SMARCC2,,-0.07991843,0.2088797,0.038962375,0.11581882,0.0718,0.29017836,0.0682855,0.1933603,0.14079225,-0.19373514,-0.11984683,-0.13664372,0.08278445,0.011241208,-0.06369831,-0.14390087,0.21191883,0.013959408,0.09147358,0.039006233,0.31852388,0.096212864,0.22383356,0.12432718,-0.223032,-0.13232708,-0.17373419,0.06178236,-0.03831482,-0.07418108,1.1258236,1.0870482,1.0419064,1.1025386,1.1121613,1.1575232,1.1092058,1.1759247,1.160404,1.0734451,1.1506186,1.1337715,1.1251968,1.1027142,1.1614473
YTHDF1,,-0.3911802,-0.56573397,-0.7465646,-0.6534645,-0.5424579,-0.18147193,-0.36916202,-0.28752685,-0.16224495,-0.17713231,-0.08135562,0.040480282,0.09519786,0.21282566,0.12209862,-0.41067123,-0.56316376,-0.74409914,-0.65328693,-0.5446491,-0.1602993,-0.36514235,-0.2895894,-0.14796782,-0.17269325,-0.09815788,0.040146828,0.083148,0.20545816,0.13437414,0.6209935,0.57803935,0.602096,0.59696984,0.58934045,0.5932438,0.6277399,0.60560304,0.61053544,0.57469165,0.5765199,0.5516731,0.5810357,0.5794099,0.56096166
GAPDHP61,,0.396694,0.019686408,0.4339829,0.14358306,0.35776764,-0.38736448,0.12557223,-0.20206009,-0.035538692,0.44984984,0.18804209,0.33399782,-0.2825809,-0.07477902,0.21479446,0.37104702,0.04332161,0.40362167,0.11410713,0.27694035,-0.4111948,0.08127785,-0.2546959,-0.07802582,0.4337902,0.12171078,0.26197433,-0.264019,-0.1145525,0.20246506,1.8763337,1.8409011,1.9687928,1.9921951,2.0472975,1.9098963,2.0425246,2.052794,2.0855324,2.011564,2.0384603,2.0230265,2.0811079,2.0909858,2.112755
AC131009.1,,-0.24061455,-0.7552774,-0.73717934,-0.8618785,-0.42649442,-0.52252287,-0.43715277,-0.63045424,-0.22725813,0.04079965,-0.05424865,0.27754948,-0.10762282,0.28555644,0.42951283,-0.19612122,-0.76661396,-0.73135185,-0.92239094,-0.424098,-0.5551243,-0.4564495,-0.674798,-0.2429514,0.063420296,-0.052282333,0.2942276,-0.117079735,0.28034878,0.46198273,1.3635354,1.387698,1.4378297,1.5165595,1.4394305,1.3904294,1.431084,1.5166574,1.4403296,1.4165561,1.5281019,1.3978908,1.5562621,1.4649296,1.538941
APOD,,-0.1811081,-0.5137,-0.44183195,-0.34933817,-0.36618096,-0.35616338,-0.23688115,-0.19232152,-0.19467315,0.09757121,0.21077,0.1908386,0.09322141,0.102784775,-0.0016122473,-0.16539669,-0.51082087,-0.48092175,-0.37168312,-0.34679508,-0.34469318,-0.2796588,-0.21224403,-0.1996975,0.053828716,0.18637323,0.20257902,0.103551865,0.11831951,0.02314663,0.9477221,0.9270552,1.0425878,1.0111319,0.92127424,0.92385155,1.01628,1.0029322,0.924446,1.0206954,0.97820526,0.8789788,1.114358,1.001151,0.99111986
CSTA,,0.4059262,0.5772217,0.9510324,0.9349006,0.8220305,0.18322596,0.5745743,0.5042836,0.44993585,0.38424653,0.36822867,0.27446395,-0.008932637,-0.077035666,-0.0720136,0.3999796,0.5435834,0.9621973,0.9124937,0.8073683,0.1584382,0.5842595,0.48731327,0.4309783,0.42624044,0.35565472,0.2669525,-0.018368721,-0.05789137,-0.06556511,1.1557171,1.1106672,1.1840526,1.1750231,1.1236782,1.242416,1.2558794,1.2941113,1.2358215,1.2362432,1.2703952,1.1934309,1.3067297,1.2434673,1.2495463
AC021086.1,,0.27395174,-0.07690623,-0.3171271,-0.12749195,0.4452253,-0.3727072,-0.6124182,-0.32436836,0.14060862,-0.28804687,-0.07369729,0.44946977,0.24222036,0.69310457,0.4498119,0.19367981,-0.13062286,-0.39720345,-0.2410469,0.33053684,-0.27060986,-0.63874054,-0.38938713,0.20950699,-0.35970592,-0.13741875,0.4013939,0.20137882,0.7241421,0.48610306,2.9204974,2.598456,2.9581447,3.00796,2.7722094,2.9670317,3.3112733,3.2357965,3.1561387,3.034618,3.149318,2.9280903,3.394811,3.1831465,3.2426035
MAN1A2,,-0.24656065,-0.14504637,-0.31596422,-0.25376025,-0.14604507,0.09653788,-0.11508869,-0.013659891,0.078462906,-0.19361526,-0.13126184,0.007997688,0.07057205,0.15628587,0.10823264,-0.25116634,-0.15383482,-0.3387537,-0.28258514,-0.15335035,0.0996685,-0.11203623,-0.0188241,0.06481075,-0.21693945,-0.15043211,-0.012584686,0.05717182,0.14775944,0.10860729,1.0163922,0.9467613,0.93638873,1.0115601,1.0172452,0.980014,0.99112314,1.0407857,1.045197,0.91897565,0.9778626,0.993643,1.0052383,1.0024763,1.0635177
RPL8,,0.073969536,0.030451132,0.14308144,0.12515755,0.14285432,-0.040000834,0.09252164,0.06023358,0.08206455,0.122956485,0.10310551,0.113722146,-0.02144123,0.009161951,0.02232222,0.076811075,0.0260458,0.1408472,0.12985492,0.12648988,-0.039021492,0.0926559,0.055882692,0.082769394,0.12538218,0.101094484,0.09817457,-0.021288395,0.0051670074,0.020876408,0.41430384,0.39302388,0.40145776,0.41483256,0.41771445,0.43229088,0.44263214,0.4510109,0.45151156,0.42192978,0.42993197,0.43256906,0.44619057,0.43861252,0.44997498
FAM105A,,-1.1702819,-1.9391793,-2.7739089,-3.067443,-2.9632363,-0.8070337,-1.6218296,-1.9444773,-1.7955225,-0.81161946,-1.10115,-1.0013777,-0.30193597,-0.18705186,0.12217705,-1.1813693,-1.9618459,-2.8101559,-3.1332197,-3.0112562,-0.80703545,-1.6558194,-2.0421839,-1.8267722,-0.82461786,-1.142808,-1.0316987,-0.3245592,-0.17951155,0.14952707,1.1444668,1.1719357,1.2032616,1.1637623,1.1184202,1.185883,1.2302465,1.1969932,1.1642808,1.2448018,1.2390484,1.1510258,1.2379055,1.2086633,1.1714357
SERHL2,,0.33566284,0.12686811,0.36027983,-0.403036,-0.983344,-0.24657898,0.020652734,-0.7105575,-1.3093711,0.2520961,-0.43768877,-1.0073996,-0.7799638,-1.2967249,-0.49610698,0.403327,0.14757347,0.35647964,-0.3965044,-1.0497866,-0.2557907,-0.013648033,-0.76423454,-1.3984962,0.21972752,-0.47787476,-1.0988169,-0.7943468,-1.3203888,-0.50802803,2.0420234,1.9673345,2.161777,2.1636567,2.1239934,2.0337834,2.2123647,2.18345,2.1350572,2.1579719,2.1396074,2.070789,2.2636106,2.213661,2.2232304
LAMB2,,0.07727722,0.09198664,0.12626827,0.04548041,0.0894308,0.021136355,0.052127745,-0.01073634,0.013310779,0.032258943,-0.036530223,-0.014966873,-0.07280561,-0.044901136,0.03705834,0.07555437,0.10108423,0.12472391,0.050566673,0.09780741,0.023726463,0.055146217,-0.008295536,0.0228405,0.025966167,-0.038136005,-0.013501644,-0.07231903,-0.039275646,0.04178667,0.41073895,0.3760246,0.42815578,0.425424,0.44023556,0.4047547,0.45799157,0.45579812,0.468146,0.43113562,0.4438348,0.44005796,0.47318938,0.482776,0.48621067
HBA2,,0.39961046,0.24256428,0.56438506,0.28230244,0.12611765,-0.15590502,0.24777582,-0.069184646,-0.29368606,0.34523028,0.06841549,-0.1675279,-0.29329875,-0.4745488,-0.1849736,0.35801315,0.25545645,0.5218234,0.2264657,0.030445576,-0.13833046,0.23523664,-0.103841305,-0.33391476,0.29372835,0.005545616,-0.2644663,-0.28832674,-0.51891184,-0.22004938,1.3633949,1.3025368,1.4149214,1.4553299,1.5014299,1.3472528,1.4932607,1.4985663,1.5380899,1.4197317,1.4477701,1.4645811,1.5297066,1.5771306,1.5956701
LDLR,,0.15130773,0.37143302,0.34427816,0.24763343,0.09244924,0.23331665,0.17937942,0.10030854,-0.061266754,-0.055093665,-0.15642594,-0.3066047,-0.09688004,-0.2734235,-0.16875553,0.13095713,0.37481165,0.32871008,0.2501936,0.07451439,0.25367212,0.17350006,0.10823393,-0.058879852,-0.076313496,-0.14887857,-0.32239962,-0.09068823,-0.2876706,-0.17042351,0.598529,0.589574,0.5984334,0.6326088,0.59975386,0.602255,0.61469823,0.6550487,0.622572,0.6229416,0.65678144,0.617471,0.6763763,0.6262445,0.67038083
RNU4-40P,,-0.3628657,-0.11244974,-0.6099985,-0.64391315,-0.71889055,0.24424423,-0.36091104,-0.34065092,-0.3778983,-0.53899324,-0.5330934,-0.5668907,-0.013931369,-0.11120018,-0.066201776,-0.37104416,-0.112893105,-0.65531635,-0.6436205,-0.6737766,0.2196579,-0.36806965,-0.39489985,-0.44710255,-0.5720749,-0.5403013,-0.57569027,-0.0072460175,-0.082984924,-0.07372856,2.1309056,1.9802351,1.9205735,1.9891214,2.0275435,2.1586874,2.1164677,2.174955,2.2075806,1.960668,1.9974612,2.080035,2.0210166,2.065008,2.1156118
MGLL,,-0.17649055,-0.2880948,-0.35123286,-0.5153102,-0.78340614,-0.14542319,-0.2164639,-0.33894205,-0.63068134,-0.06821745,-0.20789422,-0.4785828,-0.16891055,-0.43914708,-0.25721428,-0.19109964,-0.28196764,-0.38257933,-0.538712,-0.8217678,-0.13816786,-0.2189045,-0.34351587,-0.6319032,-0.084549904,-0.21766424,-0.51096296,-0.16627693,-0.43841267,-0.27827168,0.7703914,0.71142024,0.76144487,0.8008433,0.786315,0.82579243,0.86242944,0.8623859,0.88350713,0.79904884,0.8397491,0.8381246,0.87489426,0.865829,0.8858837
LINC00504,,0.51738554,0.7498398,1.0263771,0.42703056,0.12957363,0.24890725,0.53135115,-0.07570839,-0.38798314,0.28129518,-0.26909056,-0.64289564,-0.59414846,-0.9240544,-0.24347444,0.5839796,0.7706156,1.0124121,0.43389893,0.1836052,0.1864729,0.49648094,-0.15203667,-0.44253922,0.30194378,-0.29755306,-0.63789463,-0.60049725,-0.9010868,-0.24867535,2.0568001,1.8323686,2.0100303,2.0365489,1.9904236,1.9588325,2.0673828,2.116953,2.0698516,1.9061378,1.9401864,1.9195467,2.088256,2.0912387,2.1167457
METRNL,,0.24236648,0.21115679,0.34665844,0.23659055,0.13774751,-0.031861037,0.121846244,0.02469118,-0.098661475,0.1425108,0.0392805,-0.06865336,-0.11115978,-0.20932573,-0.0959258,0.23670912,0.21884298,0.34570932,0.25113344,0.14820671,-0.027795792,0.12592602,0.03259182,-0.09003973,0.1346941,0.055992126,-0.0712347,-0.10505867,-0.19546652,-0.10823679,0.5941056,0.56986827,0.6359202,0.62659866,0.64544195,0.57442915,0.6439571,0.6196817,0.64496785,0.6207119,0.6099502,0.6240513,0.6402417,0.6691106,0.6507973
TBC1D2,,-0.5649674,-0.91597706,-1.3007281,-1.5725807,-1.69585,-0.37202308,-0.7526318,-1.0257555,-1.1461282,-0.3704936,-0.6291151,-0.77235365,-0.27787977,-0.402645,-0.10530519,-0.59104204,-0.9266095,-1.3068848,-1.5947642,-1.7115755,-0.36764765,-0.749835,-1.0336542,-1.146491,-0.36120653,-0.64099264,-0.7910862,-0.2883501,-0.41054964,-0.092615604,0.6710497,0.66771436,0.7016839,0.77991945,0.7523737,0.7193238,0.7440745,0.8083398,0.8086714,0.72534734,0.82119155,0.7734081,0.83161813,0.8103583,0.8772739
PNN,,0.012265363,0.07455926,0.026972959,0.08097564,0.10285506,0.06774349,0.0036438066,0.06860716,0.09730101,-0.054253966,0.0009134844,0.037005194,0.058255285,0.07860371,0.017796293,-0.003669262,0.075181484,0.017183304,0.07979584,0.08899927,0.07907343,0.0050210953,0.06592131,0.09174967,-0.06380081,0.0046873093,0.03276682,0.060569763,0.074364185,0.012945652,0.40209123,0.3676419,0.3727189,0.37746733,0.39896393,0.40625402,0.40329045,0.4151345,0.4391288,0.37610975,0.3927217,0.40768343,0.40017253,0.41577,0.4298707
SLC16A1,,-0.4081388,-0.3245579,-0.4359022,-0.13449939,0.040008586,0.06820404,-0.09104696,0.22052766,0.428928,-0.1298079,0.18111446,0.38263428,0.31713873,0.49532935,0.16810144,-0.4217081,-0.33077955,-0.46348047,-0.16432953,0.04581213,0.080572605,-0.12021685,0.20225525,0.46249723,-0.13861942,0.15187979,0.38941383,0.31799603,0.53069353,0.17951012,1.0567472,1.0257716,1.0494024,1.0533905,1.0850811,1.0462734,1.0642574,1.0712364,1.0952464,1.0259086,1.0201256,1.0423131,1.0106548,1.0464034,1.0426406
FLJ20021,,-0.028870871,-0.5415391,-0.4012456,-0.60087264,-0.6190988,-0.5284935,-0.30718696,-0.5665556,-0.5820908,0.1754942,-0.014658342,-0.057347797,-0.20784487,-0.18962961,0.013188443,0.013302803,-0.5714135,-0.40096474,-0.6256161,-0.6277981,-0.5668502,-0.32262802,-0.6181841,-0.56302404,0.20529842,-0.025510311,-0.061093807,-0.20622587,-0.17368793,0.051176548,1.2740676,1.2579491,1.2499645,1.3013334,1.3098409,1.3170822,1.2816069,1.3620598,1.3391505,1.2939036,1.350063,1.3277005,1.355493,1.3146185,1.3757159
AC019294.3,,0.7794123,0.57077473,1.1259142,1.1051748,1.8397076,-0.19776495,0.44423094,0.4331183,1.0310714,0.56569815,0.58052397,1.1562482,0.022882178,0.65909034,0.6536163,0.78550243,0.5997801,1.1112356,1.145256,1.8374186,-0.20974827,0.43910694,0.44368362,1.0223751,0.529439,0.5922613,1.2021971,0.02898407,0.6351938,0.62402534,2.4720495,2.3852887,2.5456095,2.579076,2.6051989,2.4730146,2.6972523,2.6695883,2.698871,2.592903,2.6260948,2.563809,2.702328,2.6988585,2.7030785
TP53INP1,,-0.13557006,-0.24977998,-0.40238982,-0.57394505,-0.39082867,-0.1015825,-0.2544956,-0.4228253,-0.28711152,-0.1601008,-0.32502443,-0.17170537,-0.16642512,-0.024964329,0.18305399,-0.10566282,-0.2460413,-0.4183035,-0.5598092,-0.41710186,-0.12825727,-0.26607418,-0.42109776,-0.31054783,-0.17762804,-0.3274045,-0.16795206,-0.16214657,-0.023104668,0.16963243,0.99420345,0.8787244,0.9209717,0.94415176,0.92486906,0.9322255,0.96356213,0.98656505,0.9609622,0.8746434,0.89560765,0.8764563,0.9348247,0.91642207,0.96608543
ZNF107,,-0.2124516,-0.17793748,-0.39357534,-0.5351967,-0.63598484,0.029256132,-0.20569958,-0.3389676,-0.44590542,-0.23026656,-0.36877257,-0.46101665,-0.14309825,-0.25593317,-0.10861684,-0.22813416,-0.18184185,-0.41703272,-0.56770325,-0.64984894,0.038389206,-0.19578457,-0.34291887,-0.4252,-0.24430895,-0.40503836,-0.47176027,-0.15306139,-0.23021603,-0.08127928,0.66395795,0.6502922,0.6475206,0.6693241,0.66431224,0.65492123,0.64758134,0.6718741,0.6693838,0.63403845,0.65696764,0.65227497,0.6550144,0.64144397,0.6571112
ANKRD18B,,-0.5625552,-0.36751312,-0.6747245,-0.33263677,-0.103103794,0.17854376,-0.21586204,0.16516833,0.41703105,-0.3499978,0.0003181181,0.3003905,0.3612727,0.5812237,0.22678885,-0.5432162,-0.3869028,-0.7175026,-0.35502768,-0.050037384,0.18005943,-0.21522331,0.15453243,0.42150593,-0.39328337,-0.034199715,0.3053937,0.3346696,0.59659004,0.2350545,1.7854202,1.704539,1.6929779,1.7629714,1.8253043,1.7189873,1.7462441,1.7662828,1.8333198,1.6341889,1.6619061,1.7377051,1.6684526,1.7328618,1.767765
OTUD1,,-0.2019469,-0.13199781,-0.18826619,-0.15174077,-0.37945083,0.0604539,-0.019699704,0.016943218,-0.19171509,-0.07425607,-0.04129036,-0.22412166,0.028976059,-0.18195048,-0.21159148,-0.20917559,-0.13700056,-0.19677782,-0.16786337,-0.36123657,0.08605814,-0.010685444,0.016805649,-0.16398954,-0.09755802,-0.05536127,-0.226789,0.03382826,-0.1656866,-0.19657898,0.89980274,0.83500546,0.8454093,0.85752153,0.85786253,0.8249193,0.85940224,0.8457059,0.8622155,0.78397816,0.7757912,0.76442474,0.78024316,0.7802771,0.77218103
KCNH2,,-0.5763167,-1.2220213,-1.7640729,-2.1789825,-2.3141239,-0.66246605,-1.1577195,-1.6455014,-1.7596643,-0.51967895,-0.9109803,-1.1173594,-0.4204018,-0.5630656,-0.14371172,-0.53331375,-1.257782,-1.7631874,-2.2193475,-2.3337736,-0.674294,-1.1641288,-1.717093,-1.7855344,-0.49373865,-0.95173407,-1.14254,-0.43131733,-0.58315325,-0.12440348,1.1203235,1.1771953,1.2959812,1.4475784,1.4524846,1.2182949,1.3181474,1.5121126,1.4952427,1.365407,1.5458263,1.5121338,1.6292071,1.657339,1.7884105
MYC,,0.03348543,0.096309364,0.15342426,0.101575375,0.06779051,0.058197454,0.11328068,0.08531589,0.02359536,0.0540018,0.0052745324,-0.0299459,-0.054499116,-0.09707745,-0.035489872,0.026920319,0.093129635,0.1411109,0.11463308,0.061081886,0.062720776,0.115386486,0.08898258,0.022541523,0.042159557,0.010637283,-0.030510902,-0.050674915,-0.09701204,-0.039505005,0.43552384,0.42196754,0.45426244,0.4688806,0.46568412,0.4606845,0.48870608,0.5114202,0.49256906,0.47146693,0.50154006,0.4895877,0.51496834,0.5141913,0.52815676
ZNF214,,-0.16959384,-0.28787738,-0.15469112,0.10942623,0.42133418,-0.12926169,0.011819867,0.26620194,0.57098883,0.13979432,0.40996435,0.72571975,0.27669078,0.58259875,0.30139613,-0.17087746,-0.2744751,-0.1559,0.08227682,0.3864975,-0.12955093,0.0032157898,0.24198723,0.53031445,0.13953686,0.37696552,0.69194555,0.24190235,0.5473752,0.30516624,0.52367014,0.49652967,0.5378343,0.6278138,0.6804166,0.50775725,0.54895425,0.624943,0.7054582,0.49746174,0.6050708,0.6655951,0.6340563,0.688106,0.7617384
AC145207.5,,0.12208286,0.39663345,0.4354537,0.6452516,0.7010579,0.27413386,0.26296267,0.53471226,0.5701411,0.015442492,0.23067603,0.32193124,0.22744744,0.2672009,0.04074825,0.043176174,0.36901045,0.37493134,0.6035447,0.6234617,0.32263136,0.26713467,0.5363798,0.55920124,-0.0066165924,0.2003665,0.2956605,0.1791873,0.24147558,0.029117584,0.9645234,0.9018034,0.9462278,0.98258674,0.967137,1.0278547,1.0582807,1.082378,1.0849043,0.9887748,1.0540881,1.0389466,1.0996782,1.075396,1.1227891
OAS1,,-0.00038556193,-0.12652399,0.032058418,-0.037366826,0.16873127,-0.13256623,0.045423467,-0.03457268,0.11822429,0.153305,0.10998514,0.2531661,-0.06394367,0.11431149,0.2032338,0.0033025742,-0.11700916,0.034512043,-0.06604433,0.15580893,-0.12561893,0.046421528,-0.05206251,0.1484189,0.14802647,0.06000948,0.2395792,-0.08487272,0.11479902,0.23373985,0.9192479,0.8383934,0.886474,0.9330378,0.8941684,0.8703299,0.9009318,0.9506289,0.9377551,0.81349885,0.8929749,0.82202524,0.91275936,0.8656152,0.9132727
